product_name,category,avg_rating,avg_price,review_count,text
Faber FFSD 8PR 14S Free Standing 14 Place Settings Intensive Kadhai Cleaning| No,Faber FFSD,4.7,41990.0,10,Awesome Perfect product! Must buy! Simply awesome Wonderful Just wow! Pretty good Excellent Pretty good Must buy!
Faber Hood Mercury Pro HC SC FL BK 60 Auto Clean Wall Mounted Chimney??(Black 12,Faber Hood,4.6,9990.0,20,Awesome Brilliant Great product Simply awesome Brilliant Super! Highly recommended Mind-blowing purchase Just wow! Good quality product
"FasonGreen Guava Plant(Hybrid, Pack of 1)",FasonGreen Guava,2.6538461538461537,118.0,26,Hated it! Must buy! Worst experience ever! Did not meet expectations Did not meet expectations Worst experience ever! Worthless Wonderful Worst experience ever! Super!
"Flipkart Perfect Homes Dalton Engineered Wood Study Table(Free Standing, Finish ",Flipkart Perfect,4.005,5790.0,200,Terrific Brilliant Good Brilliant Fabulous! So so product Super! Wonderful Best in the market! Terrific
Flipkart Perfect Homes Phonox Engineered Wood TV Entertainment Unit(Finish Color,Flipkart Perfect,4.02,5890.0,100,Decent product Wonderful Terrific purchase Classy product Brilliant Good quality product Fabulous! Really Nice Wonderful Great product
Flipkart Perfect Homes Sirena Engineered Wood TV Entertainment Unit(Finish Color,Flipkart Perfect,3.8285714285714287,6690.0,70,Terrific purchase Does the job Perfect product! Terrific purchase Wonderful Excellent Terrible product Absolute rubbish! Great product Simply awesome
"Flipkart Perfect Homes Studio Metal Open Book Shelf(Finish Color - Black, DIY(Do",Flipkart Perfect,3.9572649572649574,1599.0,117,Best in the market! Best in the market! Best in the market! Perfect product! Perfect product! Worth the money Very poor Just wow! Perfect product! Really Nice
"Flipkart Perfect Homes Webster TV Entertainment Unit(Finish Color - Wenge, Knock",Flipkart Perfect,4.03,15490.0,200,Excellent Nice product Must buy! Good choice Wonderful..! I highly recommend. Delightful Great product Terrific Fabulous! Must buy!
"Flipkart SmartBuy 10W Fast Charger , Compatible with Vivo,Oppo,Gionee,Xiomi,Redm",Flipkart SmartBuy,3.54,299.0,100,Terrific Pretty good Mind-blowing purchase Very Good Brilliant Worthless Just wow! Absolute rubbish! Did not meet expectations Excellent
Flipkart SmartBuy 360 Spin Blue Bucket Mop Set with single Microfiber Refill Mop,Flipkart SmartBuy,4.3090909090909095,545.0,55,Worth the money Super! Nice Wonderful Brilliant Slightly disappointed Fabulous! Highly recommended Wonderful Perfect product!
"Flipkart SmartBuy 45 L Green, White, Blue Laundry Bag(Non-Woven)",Flipkart SmartBuy,4.0,165.0,63,Awesome Perfect product! Great product Highly recommended Brilliant Just wow! Fabulous! Good Best in the market! Terrific purchase
"Flipkart SmartBuy Blue Cotton Carpet(136 cm,  X 180 cm, Rectangle)",Flipkart SmartBuy,3.880952380952381,389.0,84,Perfect product! Just wow! Wonderful Classy product Bad quality Absolute rubbish! Nice product Value-for-money Terrible product Terrific
Flipkart SmartBuy Bucket Spin Mop Floor Cleaning and Mopping System2 Microfiber ,Flipkart SmartBuy,3.8275862068965516,619.0,116,Awesome Great product Wonderful Terrific Good quality product Worth every penny Classy product Best in the market! Good Perfect product!
"Flipkart SmartBuy CFXB15 Electric Rice Cooker??(1.5 L, White)",Flipkart SmartBuy,4.020618556701031,1499.0,679,Worst experience ever! Excellent Perfect product! Pretty good Good choice Delightful Super! Super! Delightful Wonderful
"Flipkart SmartBuy CFXB18 Electric Rice Cooker??(1.8 L, White, Blue)",Flipkart SmartBuy,4.021064301552107,1599.0,902,Excellent Just wow! Delightful Great product Great product Super! Super! Fabulous! Worth every penny Wonderful
Flipkart SmartBuy ISI Mark Shock-Proof & Water-Proof 1500 W Immersion Heater Rod,Flipkart SmartBuy,4.186192468619247,405.0,478,Wonderful Wonderful Just wow! Super! Fabulous! Excellent Just wow! Great product Delightful Does the job
Flipkart SmartBuy Microfibre Stripes Cushion Pack of 5(White),Flipkart SmartBuy,4.1,1259.0,10,Unsatisfactory Best in the market! Fair Highly recommended Excellent Best in the market! Does the job Good quality product Super! Awesome
Flipkart SmartBuy Pack of 61 Stainless Steel Dinner Set(Silver),Flipkart SmartBuy,3.8947368421052633,2443.0,171,Worth every penny Excellent Fabulous! Terrific purchase Brilliant Simply awesome Simply awesome Wonderful Does the job Really Nice
"Flipkart SmartBuy SLICK Multi Angle Mobile Stand. Phone Holder. Portable,Foldabl",Flipkart SmartBuy,4.7,179.0,20,Brilliant Excellent Super! Classy product Good quality product Terrific Value-for-money Excellent Worth every penny Value-for-money
Flipkart SmartBuy Wet Kitchen Cleaning Cloth Environmentally Friendly Sponge Clo,Flipkart SmartBuy,4.1,190.0,50,Worth every penny Great product Good choice Brilliant Perfect product! Awesome Very Good Super! Really Nice Worth every penny
Flying monk Reusable Rubber Silicon Household Safety Wash Scrubber Heat Resistan,Flying monk,4.033333333333333,226.0,60,Good choice Really Nice Terrific purchase Does the job Worst experience ever! Awesome Classy product Fair Great product Wonderful
"Fresh Zone Polyester Door Mat(Multicolor, Medium, Pack of 5)",Fresh Zone,4.035,239.0,200,Wonderful Simply awesome Wonderful Very Good Mind-blowing purchase Excellent Brilliant Super! Good Worth the money
Fun and Flex Solid Jungle Theme Animal Face Foil Balloons Garland Arch Kit for B,Fun and,3.7916666666666665,268.0,96,Good quality product Classy product Just okay Just wow! Worth every penny Great product Nice product Unsatisfactory Absolute rubbish! Fabulous!
Funtastik Steel Shirt Pack of 12 Hangers For  Shirt(Silver),Funtastik Steel,3.4055555555555554,171.0,180,Delightful Pretty good Excellent Worth the money Worth every penny Best in the market! Delightful Don't waste your money Wonderful Perfect product!
Furnifry Floating wall mounted tv stand/Set Top Box Holder/TV Unit for living ro,Furnifry Floating,3.933333333333333,1999.0,15,Simply awesome Terrific Decent product Awesome Awesome Classy product Awesome Unsatisfactory Worth every penny Fabulous!
Furnifry Wooden TV Entertainment Unit/Wall Set Top Box Shelf Stand/TV Cabinet fo,Furnifry Wooden,3.977707006369427,2969.0,314,Worth the money Wonderful Worth the money Great product Mind-blowing purchase Worth every penny Worth the money Fabulous! Great product Best in the market!
Furnifry Wooden TV Entertainment Unit/Wall Set Top Box Shelf Stand/TV Unit Bedro,Furnifry Wooden,4.005128205128205,2969.0,390,Worth the money Wonderful Worth the money Great product Mind-blowing purchase Worth every penny Worth the money Fabulous! Great product Best in the market!
Furnifry Wooden Wall Mounted TV Entertainment Unit/TV Stand/TV Cabinet/Set-Top B,Furnifry Wooden,3.970684039087948,2970.0,614,Worth the money Wonderful Worth the money Great product Mind-blowing purchase Worth every penny Worth the money Fabulous! Great product Best in the market!
Furnifry Wooden Wall Mounted TV Stand/TV Entertainment Unit/TV Cabinet with Util,Furnifry Wooden,3.9966666666666666,2969.0,300,Worth the money Wonderful Worth the money Great product Mind-blowing purchase Worth every penny Worth the money Fabulous! Great product Best in the market!
GADGETWEAR Multipurpose Microfiber Magic Fan Cleaning Brush with Long Rod for ca,GADGETWEAR Multipurpose,3.5689655172413794,249.0,58,Very Good Terrific purchase Worthless Brilliant Value-for-money Wonderful Don't waste your money Brilliant Simply awesome Nice product
"GLOBAL GREEN Dragon Tree(Hybrid, Pack of 5)",GLOBAL GREEN,3.06,154.0,300,Nice Wonderful Excellent Just wow! Worth every penny Highly recommended Just okay Classy product Fabulous! Nice
GLORIEUX ART Beautiful Antique Wooden Fold-able Side Table/End Table/Stool Livin,GLORIEUX ART,3.55,470.0,100,Awesome Good choice Really Nice Pretty good Perfect product! Simply awesome Super! Good Perfect product! Highly recommended
"GREEN SOUL Jupiter Go High Back Ergonomic|Home, Office|2D Headrest|Lumbar Suppor",GREEN SOUL,4.333333333333333,8590.0,33,"Easy to assemble, super comfortable! Value-for-money Terrific purchase Worth the money Nice product Good choice Good quality product Good choice Nice product Terrific"
GaxQuly Multipurpose Vegetable Fruit Handy Chopper Machine with stainless steel ,GaxQuly Multipurpose,3.769230769230769,379.0,13,Brilliant Excellent Awesome Very Good Terrible product Best in the market! Very poor Simply awesome Worthless Good choice
"GiftMax Smart Watch Magnetic Suction Charger For 2 Pin (Noise Colorfit Pro 2,3, ",GiftMax Smart,3.369565217391304,269.0,46,Classy product Perfect product! Waste of money! Wonderful Good choice Super! Absolute rubbish! Delightful Terrible product Terrific
"Giftoshopee Wooden & Iron Rocking Chair ,Garden Rocking Chair Solid Wood 1 Seate",Giftoshopee Wooden,3.5384615384615383,5414.0,13,Mind-blowing purchase Perfect product! Fabulous! Just okay Super! Really Nice Good Bad quality Fabulous! Don't waste your money
Glen ISPA 90 BL Auto Clean Wall Mounted Chimney??(Black 1050 CMH),Glen ISPA,4.116666666666666,11999.0,60,Brilliant Excellent Terrific purchase Perfect product! Wonderful Highly recommended Does the job Just wow! Super! Good quality product
"Gojeeva Wooden Hanging Lamp suitable for Living Room,Bedroom,Hallway(pack of 2) ",Gojeeva Wooden,3.741573033707865,599.0,89,Super! Terrific purchase Excellent Just okay Highly recommended Nice product Worst experience ever! Super! Fabulous! Just okay
"Good Will Crafts Hanging Lantern,Tealight,Candle Holder Gold Iron, Metal Hanging",Good Will,4.333333333333333,292.0,15,Fabulous! Mind-blowing purchase Highly recommended Terrific Nice product Don't waste your money Good quality product Worth every penny Just wow! Good quality product
"Goodrik 140 TC Cotton Double 3D Printed Flat Bedsheet(Pack of 1, Brown)",Goodrik,3.55,229.0,300,Delightful Good quality product Waste of money! Classy product Brilliant Simply awesome Mind-blowing purchase Excellent Really Nice Expected a better product
"Goodson Cotton Floor Mat(Navy Grey Aqua, Free, Pack of 2)",Goodson Cotton,2.977272727272727,189.0,88,Nice Mind-blowing purchase Worthless Horrible Expected a better product Utterly Disappointed Don't waste your money Don't waste your money Bad quality Nice
"Google 30W - 5A ,USB-C,Power Adaptor for Google devices??(White)",Google,4.592592592592593,2199.0,108,Worth every penny Super! Good quality product Mind-blowing purchase Nice product Simply awesome Simply awesome Highly recommended Not recommended at all Awesome
Google Chromecast 3 Media Streaming Device??(Black),Google Chromecast,4.163333333333333,2651.0,300,Classy product Delightful Fabulous! Perfect product! Wonderful Must buy! Terrible product Good choice Wonderful Nice product
Google Chromecast with TV (4K) Media Streaming Device??(Snow),Google Chromecast,4.6,6387.0,10,Must buy! Great product Mind-blowing purchase Excellent Just wow! Just wow! Excellent Best in the market! Good A good handy 4k media streamer with few problems
"Google Nest Hub (2nd gen), Display with Google Assistant Smart Speaker??(Charcoa",Google Nest,4.182608695652174,6999.0,115,Best in the market! Cool Device. Terrific Great product Worth every penny Worth the money review on first use Fabulous! Terrific Nice A must have gadget for a smart home
Google Nest Mini (2nd Gen) with Google Assistant Smart Speaker??(Chalk),Google Nest,4.031287605294826,3499.0,1662,"Does what it says, Amazing service from Flipkart Delightful Slightly disappointed Simply awesome Super! Beware, You might get a habits to just ask Assistant hidden costs?! Terrific Classy product Worthless"
Google Nest Mini (2nd Gen) with Google Assistant with Google Assistant Smart Spe,Google Nest,3.585,3499.0,200,"Does what it says, Amazing service from Flipkart Delightful Slightly disappointed Simply awesome Super! Beware, You might get a habits to just ask Assistant hidden costs?! Terrific Classy product Worthless"
Green Home Reusable Latex Hand Gloves for Kitchen Black Wet and Dry Glove(Free S,Green Home,3.68,158.0,100,Nice product Just wow! Super! Worth every penny Super! Terrible product Classy product Worthless Terrific Unsatisfactory
Greenchef Solona Table Top Grinder Wet Grinder??(Pink),Greenchef Solona,3.86,3599.0,100,Unsatisfactory Terrific Brilliant Wonderful Terrific purchase Good Brilliant Value-for-money Mind-blowing purchase Terrific purchase
Greenery Hub Home Garden Flowers Seeds 40 Varieties Seeds Combo With Instruction,Greenery Hub,3.5185714285714287,152.0,700,Good Simply awesome Terrific purchase Terrific purchase Pretty good Fabulous! Really Nice Super! Brilliant Terrific
"Greenfinity Baker's Active Dry Yeast, 75g Yeast Powder",Greenfinity Active,3.9878048780487805,130.0,82,Just wow! Simply awesome Wonderful Terrific Very Good Best in the market! Mind-blowing purchase Waste of money! Excellent Nice product
"Growing Decorishing 300 TC Polycotton Double 3D Printed Flat Bedsheet(Pack of 1,",Growing Decorishing,3.2857142857142856,258.0,42,Fabulous! Brilliant Pretty good Waste of money! Utterly Disappointed Moderate Horrible Worthless Worth the money Useless product
"HAIR & CARE Triple Blend Damage Repair Non-Sticky Hair Oil with Aloe Vera, For D",HAIR CARE,4.653326663331666,113.0,1999,Fabulous! Brilliant Must buy! Must buy! Best in the market! Best in the market! Fabulous! Worth every penny Wonderful Awesome
"HARIOM ALL IN ONE Solid Wood Study Table(Finish Color - ABCD KALAM, Pre-assemble",HARIOM ALL,3.959016393442623,499.0,122,Excellent Classy product Mind-blowing purchase Utterly Disappointed Not good Must buy! Terrific purchase Great product Worthless Must buy!
"HARIOM ALL IN ONE Solid Wood Study Table(Finish Color - KITTY PINK, Pre-assemble",HARIOM ALL,3.959016393442623,545.0,122,Excellent Classy product Mind-blowing purchase Utterly Disappointed Not good Must buy! Terrific purchase Great product Worthless Must buy!
"HARIOM ALL IN ONE Solid Wood Study Table(Finish Color - MOTU PATLU, Pre-assemble",HARIOM ALL,3.959016393442623,549.0,122,Excellent Classy product Mind-blowing purchase Utterly Disappointed Not good Must buy! Terrific purchase Great product Worthless Must buy!
"HARIOM ALL IN ONE Solid Wood Study Table(Finish Color - SPIDERMAN BUILDING, Pre-",HARIOM ALL,4.125,517.0,184,Good choice Delightful Just wow! Best in the market! Very Good Worth the money Good Highly recommended Mind-blowing purchase Terrific purchase
"HAVELLS Rigo without jars (0 jars) 500 W Juicer (White, Blue)",HAVELLS Rigo,4.151515151515151,2590.0,198,Must buy! Classy product Nice product Mind-blowing purchase Excellent Does the job Nice product Value-for-money Pretty good Nice product
HAVELLS convenio 500 W Food Processor(Black),HAVELLS convenio,2.3,5499.0,10,Brilliant Absolute rubbish! Worthless Utterly Disappointed Just okay Waste of money! Slightly disappointed Did not meet expectations Really Nice Good quality product
"HERO Skyper 26T 26 T Mountain/Hardtail Cycle(Single Speed, Black)",HERO Skyper,4.525,5999.0,120,Terrific purchase Brilliant Classy product Great product Mind-blowing purchase Great product Good quality product Pretty good Mind-blowing purchase Wonderful
HERSHEY'S Cocoa Powder,Cocoa Powder,4.433333333333334,231.0,300,Worth every penny Classy product Pretty good Does the job Super! Worth every penny Good choice Just okay Highly recommended Value-for-money
HF MRF GRAND EDITON VK-18 ( Ideal For 15-21 Years) Hard Plastic bat for tennis b,MRF GRAND,4.217391304347826,425.0,23,Highly recommended Pretty good Must buy! Terrific Nice Highly recommended Perfect product! Good Decent product Best in the market!
HF MRF GRAND Edition VK - 18 Full Size ( Ideal For 15-21 Years ) Complete Cricke,MRF GRAND,4.445255474452555,3699.0,137,Super! Simply awesome Perfect product! Excellent Good choice Brilliant Must buy! Terrific Perfect product! Terrific
HL-2022 New Trending Full Black Round Waterproof Gym Fitness Freek HL-2022-DTL D,New Trending,4.190677966101695,279.0,236,Nan Nan Nan Nan Nan Nan Nan Nan Nan Nan
"HOFFICE Engineered Wood Study Table(Wall Mounted, Finish Color - African Oak, DI",HOFFICE Engineered,2.789473684210526,3959.0,19,Horrible Worst experience ever! Not good Brilliant Not good Hated it! Worst experience ever! Absolute rubbish! Really Nice Useless product
HP 14s Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s - dy2507TU,Intel,4.087378640776699,38990.0,103,Terrific purchase Mind-blowing purchase Really Nice Pretty good Worth every penny Classy product Good quality product Good quality product Super! Mind-blowing purchase
HP 46 Black Ink Cartridge,Black,3.96875,912.0,96,Mind-blowing purchase Awesome Unsatisfactory Simply awesome Just wow! Really Nice Good choice Mind-blowing purchase Must buy! Must buy!
HP 678 Black Ink Cartridge,Black,3.916932907348243,809.0,313,amazing coloured prints. :) Nice Product Best to Buy From Flipkart Cost effective and great quality prints Cartridge delivered .. superfast and well packed. hands off flipkart HP Sells Ink & Head and not Printer Perfect product! Simply awesome Excellent Service
HP 680 Black Ink Cartridge,Black,4.057142857142857,852.0,700,Good Product Excellent product Moderate Classy product Simply awesome Worth the money Nice product Awesome Utterly Disappointed Excellent
HP 682 Black Ink Cartridge,Black,4.030612244897959,828.0,98,Fair Waste of money! Worth every penny Value-for-money Waste of money! Could be way better Classy product Not recommended at all Awesome Simply awesome
HP 803 Small Black Ink Cartridge,Small,3.3,809.0,50,Simply awesome Highly recommended Unsatisfactory Excellent Worth the money Waste of money! Perfect product! Great product Worst experience ever! Don't waste your money
HP 805 Tri-Color Ink Cartridge,Other,3.8870967741935485,789.0,124,Not recommended at all Absolute rubbish! Worth every penny Hated it! Don't waste your money Wonderful Wonderful Not good Utterly Disappointed Don't waste your money
HP GK320 Wired USB Gaming Keyboard(Black),Wired,4.38,1599.0,100,Wonderful Just wow! Brilliant Does the job Worth every penny Fabulous! Stops working after return period Terrific Brilliant Simply awesome
HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 10/4 GB Gr,Pavilion Ryzen,4.409733124018838,59990.0,637,"Pretty good Wonderful Simply awesome Best in the market! Best in the market! Mind-blowing purchase Highly recommended Good in performance, but need improvement in design. Worth every penny Awesome"
HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 ,Pavilion Ryzen,4.735294117647059,67490.0,34,Good choice Perfect product! Excellent Perfect product! Mind-blowing purchase Wonderful Super! Awesome Just wow! Highly recommended
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thi,Ryzen,4.305555555555555,46990.0,72,Good quality product Must buy! Must buy! Highly recommended Wonderful Classy product Terrific Just wow! Don't waste your money Perfect product!
"HRX XTRM MTB 900 Foldable 27.5 T Mountain Cycle(21 Gear, Multicolor)",HRX XTRM,4.166666666666667,16499.0,114,Awesome Just wow! Wonderful Best in the market! Mind-blowing purchase Must buy! Simply awesome Classy product Terrific Brilliant
"Habitat Green Plastic Area Rug(45 cm,  X 120 cm, Rectangle)",Habitat Green,3.6927710843373496,253.0,166,Excellent Awesome Terrific Wonderful Awesome Not recommended at all Mind-blowing purchase Classy product Does the job Value-for-money
Hafele Aqua 12S Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pr,Hafele Aqua,4.722222222222222,29990.0,18,Just wow! Mind-blowing purchase Nice product Just wow! Wonderful Good choice Brilliant Classy product Wonderful Very Good
"Haier 6.5 kg 5 star Ariel Wash Fully Automatic Top Load Brown, Grey(HWM65-FE)",Haier,4.31784107946027,12990.0,667,Terrific Best in the market! Mind-blowing purchase Nice product Fair Value-for-money Worth every penny Good quality product Must buy! Best in the market!
Hamlay by SIGRI-WALA Pack of 40 Melamin Pink Dahlia Dinner Set(Multicolor),Hamlay,4.630769230769231,1299.0,195,Fabulous! Super! Simply awesome Just wow! Simply awesome Excellent Worth every penny Awesome Nice product Highly recommended
Hamlay by SIGRI-WALA Pack of 40 Melamin Red Marigold Dinner Set(Multicolor),Hamlay,4.591304347826087,1299.0,230,Classy product Classy product Awesome Best in the market! Very Good Worth every penny Classy product Classy product Just wow! Brilliant
"Hari Darshan Mix Cones | Dry Dhoop Sticks |Lavender|Rose|Sandal|Mogra Sandal, Ro",Hari Darshan,3.9375,125.0,32,Very poor Hated it! Terrific Terrific Just wow! Highly recommended Did not meet expectations Worth every penny Terrible product Really Nice
"Hello Baby Fabric Sofa(Finish Color - sky blue, Pre-assembled)",Hello Baby,4.23489932885906,739.0,149,Mind-blowing purchase Delightful Wonderful Mind-blowing purchase Terrific Value-for-money Simply awesome Must buy! Highly recommended Pretty good
"Hillgrove 10in1 Basic 25W Soldering Iron Kit with 5 Meter Solder Wire, Cutter, S",Hillgrove Basic,4.293333333333333,267.0,300,Just wow! Pretty good Wonderful Must buy! Super! Does the job Fair Brilliant Brilliant Mind-blowing purchase
"Hillgrove 10in1 Biggers 25W Soldering Iron Kit 25 W Simple(Flat, Pointed Tip)",Hillgrove Biggers,4.43,285.0,100,"Simply awesome Great product Perfect product! I love flipkart,this soldring iron is best Really Nice Pretty good Awesome Terrific purchase Worth every penny Terrific purchase"
Hillgrove Electronic 3in1 Mobile Soldering Iron Equipment Tool Machine Combo Kit,Hillgrove Electronic,4.01,219.0,100,Does the job Terrific purchase Pretty good Wonderful Brilliant Very poor Good Just wow! Terrific Must buy!
Hindware Nevio Plus 60  Auto Clean Wall Mounted Chimney??(Black 1400 CMH),Hindware Nevio,4.554838709677419,13999.0,310,Utterly Disappointed Wonderful Pretty good Terrific purchase Perfect product! Super! Moderate Classy product Must buy! Good choice
Hindware Ripple 90 Auto Clean Wall Mounted Chimney??(Black 1350 CMH),Hindware Ripple,4.227513227513228,14299.0,567,Worth the money Best in the market! Highly recommended Perfect product! Just okay Value-for-money Simply awesome Really Nice Perfect product! Classy product
Hindware Ripple 90 Auto Clean Wall Mounted Chimney??(Inox 1350 CMH),Hindware Ripple,4.291828793774319,14299.0,257,Worth the money Best in the market! Highly recommended Perfect product! Just okay Value-for-money Simply awesome Really Nice Perfect product! Classy product
Hiru LED BRICK LIGHT - 50W RGB LED Brick Light (Mini Party Light) Remote IP65 LE,Hiru LED,3.2666666666666666,222.0,30,Brilliant Perfect product! Really Nice Fabulous! Worth every penny Best in the market! Unsatisfactory Unsatisfactory Fabulous! Fair
Hiru Party Light - 50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Lig,Hiru Party,3.6751269035532994,230.0,197,Wonderful Wonderful Did not meet expectations Wonderful Worthless Great product Awesome Value-for-money Excellent Fabulous!
Hold up Triangle Shape Mobile Holder For Table Desk Pack Of 5 Mobile Holder Mobi,Hold Triangle,4.1063829787234045,136.0,94,Worth every penny Nice product Worth every penny Super! Really Nice Did not meet expectations Fabulous! Highly recommended Perfect product! Utterly Disappointed
"Home Full Bliss Engineered Wood TV Entertainment Unit(Finish Color - Wenge, Knoc",Home Full,3.81,8890.0,100,Mind-blowing purchase Just wow! Awesome Classy product Worth the money Wonderful Wonderful Delightful Mind-blowing purchase Brilliant
Home Sizzler 153 cm (5.02 ft) Polyester Room Darkening Window Curtain (Pack Of 2,Home Sizzler,4.4783908045977014,299.0,4350,Good choice Mind-blowing purchase Best in the market! Best in the market! Fabulous! Brilliant Best in the market! Fabulous! Fabulous! Good
Home Sizzler 214 cm (7.02 ft) Polyester Semi Transparent Door Curtain (Pack Of 2,Home Sizzler,4.491228070175438,399.0,399,Good choice Mind-blowing purchase Best in the market! Best in the market! Fabulous! Brilliant Best in the market! Fabulous! Fabulous! Good
Homes Decor 12W LED Round Panel Light with Dual Lighting (Blue & White) Recessed,Homes Decor,4.3076923076923075,300.0,65,Great product Must buy! Simply awesome Great product Nice Best in the market! Not recommended at all Classy product Very Good Hated it!
Homes Decor 12W LED Round Panel Light with Dual Lighting (Pink & white) Ceiling ,Homes Decor,4.171428571428572,300.0,70,Awesome Wonderful Highly recommended Value-for-money Terrible product Pretty good Value-for-money Brilliant Useless product Not recommended at all
"I Kall IK22 40 W Bluetooth Home Theatre(Black, 2.1 Channel)",Kall,3.569811320754717,1549.0,530,Fabulous! Highly recommended Classy product Delightful Pretty good Must buy! Hated it! Fabulous! Good choice Really Nice
ICECLOUD Smart Watch 2 Pins Magnetic Suction Charger Cable Compatible Charging P,ICECLOUD Smart,2.8055555555555554,329.0,36,Delightful Nice Unsatisfactory Did not meet expectations Did not meet expectations Absolute rubbish! Hated it! Not recommended at all Waste of money! Worst experience ever!
"IFB 23 L Convection Microwave Oven(23SC3, Silver)",IFB,4.5472222222222225,9499.0,360,Great Microwave! IFB is far superior than other brands Terrific Perfect product! Fabulous! Just wow! Awesome Product Priced good! Just wow! Must buy!
"IFB Neptune FX Free Standing 12 Place Settings with Germ-Free Hygienic Wash, Mad",IFB Neptune,3.975,29990.0,40,Neptune Really Nice Terrific Simply awesome Best in the market! good entrylevel product Simply awesome Must buy! Amazing Product from IFB! Terrific purchase
"IFB Neptune SX1 Free Standing 15 Place Settings with Germ-Free Hygienic Wash, Ma",IFB Neptune,4.48,44490.0,150,IFB MACHINE WORKS WELL WITH FORTUNE DETERGENT +&- Best in the market! Must buy! Mind-blowing purchase Delightful Express delivery in 1 day Super! IFB Dishwasher IFB SX1 Nice product Simply awesome
"IFB Neptune VX Free Standing 12 Place Settings with Germ-Free Hygienic Wash, Mad",IFB Neptune,4.394117647058824,38490.0,170,IFB MACHINE WORKS WELL WITH FORTUNE DETERGENT +&- Best in the market! Must buy! Mind-blowing purchase Delightful Express delivery in 1 day Super! IFB Dishwasher IFB SX1 Nice product Simply awesome
IFB Neptune VX Plus Free Standing 15 Place Settings with Germ-Free Hygienic Wash,IFB Neptune,4.242424242424242,41990.0,132,IFB MACHINE WORKS WELL WITH FORTUNE DETERGENT +&- Best in the market! Must buy! Mind-blowing purchase Delightful Express delivery in 1 day Super! IFB Dishwasher IFB SX1 Nice product Simply awesome
"INKULTURE Cosmetic & Make-up Organizers(White, Plastic)",INKULTURE Cosmetic,4.149425287356322,219.0,87,Value-for-money Worth the money Value-for-money Perfect product! Good quality product Does the job Really Nice Waste of money! Best in the market! Useless product
"IWS Printed Double Mink Blanket for  Mild Winter(Microfiber, Black)",IWS Printed,3.965,529.0,200,Highly recommended Fair Excellent Fabulous! Really Nice Perfect product! Super! Delightful Horrible Classy product
Inalsa Easy Prep_ 800 W Food Processor(Black),Inalsa Easy,3.6,4399.0,80,Wonderful Worthless Just wow! Wonderful Brilliant Useless product Useless product Nice product Hated it! Terrific purchase
Inalsa Fiesta Lx 650 W Food Processor(White),Inalsa Fiesta,3.574229691876751,5039.0,357,"Just wow! Fabulous! Mind blowing Machine with all in(Mixing, Chopping, Grinding) Wow product Super awesome Mixing, Grinding, chopping FANTASTIC. Shredding not so GREAT Unsatisfactory Just okay Value-for-money Value-for-money"
Inalsa Inox 1000 1000 W Food Processor(Silver:Black),Inalsa Inox,4.06,9050.0,100,Terrific purchase Utterly Disappointed Delightful Simply awesome Perfect product! Worth the money Good quality product Bad service Perfect product! Worth every penny
Inalsa Inox 1000 Plus 1000 W Food Processor(Black/Silver),Inalsa Inox,4.461538461538462,11595.0,26,Must buy! Terrific purchase Highly recommended Worth every penny Awesome Terrific Super! Good choice Very Good Pretty good
Inalsa Maxie Marvel 800 W Food Processor(White),Inalsa Maxie,3.8333333333333335,6029.0,30,Perfect product! Terrific purchase Just wow! Overpriced Great product Wonderful Pretty good Great product Could be way better Good
Inalsa Maxie Premia 800 W Food Processor(Grey PU Spray Painted),Inalsa Maxie,3.3,7909.0,10,Good worth it Horrible Does the job Worthless Super! Very useful product Good Awesome Slightly disappointed Wonderful
Inalsa Verve 800W Food Processor with 100% Pure Copper Motor| 2 Multipurpose Jar,Inalsa Verve,3.7916666666666665,6495.0,24,Good quality product Mind-blowing purchase Fair Bad quality Worst experience ever! Not good Excellent Utterly Disappointed Mind-blowing purchase Just wow!
Inalsa Wonder Maxie Plus 700 W Food Processor(White),Inalsa Wonder,3.7,5919.0,10,Food processor means Inalsa Really Nice Nice product Over all good product Good quality product Moderate Don't waste your money Met some expectations Classy product Mind-blowing purchase
Inalsa fiesta 650 W Food Processor(White),Inalsa fiesta,3.69,5390.0,100,"Just wow! Fabulous! Mind blowing Machine with all in(Mixing, Chopping, Grinding) Wow product Super awesome Mixing, Grinding, chopping FANTASTIC. Shredding not so GREAT Unsatisfactory Just okay Value-for-money Value-for-money"
Infinix 10W Quick Charger combo for Infinx devices (MicroUSB - Cable Included)??,Infinix Quick,4.0359477124183005,449.0,306,Super! Mind-blowing purchase Classy product Fabulous! Wonderful Classy product Excellent Great product Good Super!
JDX Polyester Fibre Solid Cushion Pack of 5(White),JDX Polyester,4.04,448.0,100,Mind-blowing purchase Very Good Awesome Just wow! Expected a better product Must buy! Just wow! Really Nice Useless product Best in the market!
