product_name,category,review_count,avg_rating,avg_price,cnt_n,rat_n,pop_score
Stylish Brown Sports Men Watches Multifunctional Luxury Waterproof Modern Digita,Stylish Brown,5,5.0,404.0,0.00032341526520051754,1.0,0.4002
LS2917 Mesh Strap All Black Avatar Day and Date Functioning Quartz Analog Watch ,Mesh Strap,2,5.0,299.0,0.0,1.0,0.4
"Pack of 2 Solid Men Dark Grey, Grey Casual Shorts",Pack,1347,4.253155159613957,319.0,0.144997843898232,0.7803397528276343,0.3991
AGARO Regal Hand-held Vacuum Cleaner(Black),AGARO Regal,1582,4.118204804045512,1599.0,0.17033203967227253,0.7406484717780919,0.3985
Tanunni Mobile Holder Mobile Holder,Tanunni Mobile,1024,4.421875,171.0,0.11017680034497629,0.8299632352941175,0.3981
"NIVEA Soft Light Moisturizer for Face, Hand & Body, Non-Sticky Cream with Vitami",NIVEA Soft,920,4.461956521739131,142.0,0.09896507115135834,0.8417519181585678,0.3961
"Lopezs Microfiber Floor Mat(Grey-23mm, Medium)",Lopezs Microfiber,21,4.9523809523809526,229.0,0.0020482966796032775,0.9859943977591037,0.3956
Google Nest Mini (2nd Gen) with Google Assistant Smart Speaker??(Chalk),Google Nest,1662,4.031287605294826,3499.0,0.17895644674428632,0.7150845897925957,0.3934
"boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes Smart",boAt Wave,1617,4.044526901669759,1699.0,0.17410521776627857,0.7189785004911053,0.3921
"RIAN Animal Single Mink Blanket for  Mild Winter(Polyester, Brown, Grey)",RIAN Animal,1398,4.162374821173104,599.0,0.1504959034066408,0.7536396532862071,0.3918
"Pigeon Favourite Electric Kettle??(1.5 L, Silver, Black)",Pigeon Favourite,1879,3.887174028738691,699.0,0.20235015092712375,0.6726982437466738,0.3905
mCaffeine Coffee Moment Festive Skincare Gift Set| Daily Essentials for all skin,mCaffeine Coffee,172,4.819767441860465,1199.0,0.018326865028029323,0.9469904240766074,0.3898
Suncrown Furniture Sheesham Wood Solid Wood 2 Seater(Finish Color - Honey Finish,Suncrown Furniture,29,4.896551724137931,2692.0,0.0029107373868046574,0.969574036511156,0.3896
"Viscose Blend Solid, Self Design Grey Men Dupatta",Viscose Blend,10,4.9,369.0,0.00086244070720138,0.9705882352941178,0.3888
"Viscose Blend Solid, Self Design Beige Men Dupatta",Viscose Blend,10,4.9,369.0,0.00086244070720138,0.9705882352941178,0.3888
"Viscose Blend Solid, Self Design Dark Blue Men Dupatta",Viscose Blend,10,4.9,369.0,0.00086244070720138,0.9705882352941178,0.3888
"Viscose Blend Solid, Self Design Black Men Dupatta",Viscose Blend,10,4.9,369.0,0.00086244070720138,0.9705882352941178,0.3888
"DOJI 6 watt color-WarmWhite,spot light,focus light,wall light Track Lights Ceili",DOJI watt,10,4.9,599.0,0.00086244070720138,0.9705882352941178,0.3888
Supreme Bazaar Abs Setup Box Holder Unbreakable Crystal Clear Premium Quality Se,Supreme Bazaar,10,4.9,254.0,0.00086244070720138,0.9705882352941178,0.3888
38024PP25 Minimalists Analog Watch  - For Men,Minimalists Analog,9,4.888888888888889,850.0,0.0007546356188012075,0.9673202614379086,0.3874
