product_name,category,review_count,avg_rating,avg_price,cnt_n,rat_n,pop_score
LIVPURE LIV-PEP-PRO-PLUS+ 7 L RO + UV + UF Water Purifier with Taste Enhancer(Wh,LIVPURE,390,4.476923076923077,8199.0,0.04182837429926693,0.846153846153846,0.3636
"Logitech G213 / Lightsync RGB, Spill-resistant, Palm-rest, Customizable Keys Wir",Logitech,66,4.651515151515151,3595.0,0.0068995256576110395,0.8975044563279857,0.3631
"Haier 6.5 kg 5 star Ariel Wash Fully Automatic Top Load Brown, Grey(HWM65-FE)",Haier,667,4.31784107946027,12990.0,0.07169038378611471,0.7993650233706675,0.3628
FLORICAN Height and Angle Adjustable Mobile Holder,FLORICAN Height,200,4.575,278.0,0.021345407503234153,0.875,0.3628
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth S",Mivi Fort,400,4.4625,1499.0,0.042906425183268655,0.8419117647058825,0.3625
Men Solid Double Breasted Casual Blazer??(Grey),Men Solid,24,4.666666666666667,3039.0,0.002371711944803795,0.9019607843137256,0.3622
Nova Plus Amaze NI 10 1100 W Dry Iron??(Grey & Turquoise),Nova Plus,97,4.618556701030927,494.0,0.010241483398016386,0.8878107944208609,0.3613
"NEUDOT RELISH Engineered Wood Computer Desk(Straight, Finish Color - TEAK, Knock",NEUDOT RELISH,98,4.612244897959184,4715.0,0.01034928848641656,0.8859543817527011,0.3606
PAPILON 10 Shades Of Liquid Food Color (20 Ml X 10 Bottle) Multicolor(20 ml),PAPILON Shades,100,4.61,220.0,0.010564898663216905,0.8852941176470588,0.3605
"Elgi Ultra FASTGRIND Wet Grinder??(Red, White)",Elgi Ultra,23,4.6521739130434785,10000.0,0.0022639068564036225,0.8976982097186701,0.3604
"TP-Link Archer C20 AC WiFi 750 MBPS Wireless Router??(Blue, Dual Band)",Archer,798,4.224310776942356,1599.0,0.08581285036653731,0.7718561108653987,0.3602
Urban Terrain Rio with Complete Accessories & Mobile Tracking App 26 T Hybrid Cy,Urban Terrain,199,4.552763819095477,5499.0,0.02123760241483398,0.8684599467927874,0.3601
"Kraft Seeds Combo Pack of Cultivation with Heavy Duty Claw Gloves, Multicolour G",Kraft Seeds,90,4.611111111111111,369.0,0.00948684777921518,0.8856209150326795,0.3599
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Gra,ASUS TUF,377,4.450928381962865,58990.0,0.04042690815006469,0.8385083476361368,0.3597
AGARO Imperial Slow Juicer_ 240 Juicer (Grey),AGARO Imperial,235,4.527659574468085,12999.0,0.02511858559724019,0.8610763454317898,0.3595
"Google 30W - 5A ,USB-C,Power Adaptor for Google devices??(White)",Google,108,4.592592592592593,2199.0,0.011427339370418284,0.8801742919389977,0.3589
BOSCH SMS66GI01I Free Standing 13 Place Settings Intensive Kadhai Cleaning| No P,BOSCH Free,177,4.553672316384181,44890.0,0.018865890470030185,0.8687271518777002,0.3588
"Butterfly Rapid Plus 750 W Mixer Grinder (5 Jars, Ink Blue)",Butterfly Rapid,980,4.109183673469388,3399.0,0.1054333764553687,0.7379951980792316,0.3585
"SportSoul Cotton Gym & Athletic Abdomen Support(Grey, Black)",SportSoul Cotton,1100,4.042727272727273,249.0,0.1183699870633894,0.7184491978609626,0.3584
"BAJAJ Crest Neo 1200 mm 3 Blade Ceiling Fan(White, Pack of 1)",BAJAJ Crest,1108,4.037003610108303,1329.0,0.11923242777059077,0.7167657676789125,0.3582
ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows ,ASUS Vivobook,71,4.605633802816901,66990.0,0.007438551099611902,0.8840099420049707,0.3581
BeeSmart Semi Automatic Water Level Controller Manual on Auto Off 30 A Relay Mod,BeeSmart Semi,11,4.636363636363637,629.0,0.0009702457956015525,0.893048128342246,0.3578
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF,MSI Core,305,4.468852459016394,63600.0,0.03266494178525227,0.8437801350048217,0.3571
Men LPMXT-800 Grey Clogs Sandal,Men Grey,931,4.120300751879699,519.0,0.10015092712376025,0.7412649270234408,0.3566
V-Guard Prime 1150 Pure Sine Wave Inverter,Prime,437,4.391304347826087,6591.0,0.04689521345407503,0.8209718670076727,0.3565
MANGALAM Camphor Tablet 100g Jar - Pack of 1,MANGALAM Camphor,400,4.41,195.0,0.042906425183268655,0.8264705882352941,0.3563
Men Regular Fit Black Cotton Blend Trousers,Men Regular,1517,3.7916941331575478,409.0,0.1633247089262613,0.6446159215169258,0.3558
Urban Terrain Denver with Complete Accessories & Mobile Tracking App 27.5 T Hybr,Urban Terrain,200,4.51,6719.0,0.021345407503234153,0.8558823529411763,0.3552
Urban Terrain Berlin with Complete Accessories & Mobile Tracking App 27.5 T Hybr,Urban Terrain,200,4.51,6949.0,0.021345407503234153,0.8558823529411763,0.3552
ASUS TUF Gaming A17 with 90Whr Battery Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/51,ASUS TUF,244,4.483606557377049,63990.0,0.02608883139284174,0.8481195756991322,0.3549
"Mi 22.5W Quick Charger combo for Mi,Redmi,Xiomi devices (Type C- Cable Included)",Quick,300,4.446666666666666,649.0,0.032125916343251404,0.8372549019607842,0.3542
Faber Hood Mercury Pro HC SC FL BK 60 Auto Clean Wall Mounted Chimney??(Black 12,Faber Hood,20,4.6,9990.0,0.001940491591203105,0.8823529411764703,0.3541
"Kraft Seeds 7KB395XY Garden Shear, Cutter for multi purpose use with Smart Lock ",Kraft Seeds,48,4.583333333333333,242.0,0.004959034066407935,0.8774509803921566,0.354
TW0TG7304 Analog Watch  - For Men,Analog Watch,240,4.475,649.0,0.02565761103924105,0.8455882352941175,0.3536
